Project Name,Transacted Price ($),Area (SQFT),Unit Price ($ PSF),Sale Date,Street Name,Type of Sale,Type of Area,Area (SQM),Unit Price ($ PSM),Nett Price($),Property Type,Number of Units,Tenure,Postal District,Market Segment,Floor Level
RIVER PLACE,"3,838,000","2,066.69","1,857",Feb-23,HAVELOCK ROAD,Resale,Strata,192,"19,990",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
MERAPRIME,"2,530,000","1,313.21","1,927",Feb-23,JALAN BUKIT HO SWEE,Resale,Strata,122,"20,738",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"1,385,000",688.9,"2,010",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,64,"21,641",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
TANGLIN VIEW,"1,870,000","1,151.75","1,624",Jan-23,PRINCE CHARLES CRESCENT,Resale,Strata,107,"17,477",-,Condominium,1,99 yrs lease commencing from 1997,03,Rest of Central Region,06 to 10
QUEENS,"1,700,000","1,184.04","1,436",Jan-23,STIRLING ROAD,Resale,Strata,110,"15,455",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,16 to 20
ALEX RESIDENCES,"1,820,000",925.7,"1,966",Jan-23,ALEXANDRA VIEW,Resale,Strata,86,"21,163",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEX RESIDENCES,"2,390,000","1,044.11","2,289",Jan-23,ALEXANDRA VIEW,Resale,Strata,97,"24,639",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
RIVER PLACE,"1,225,000",818.06,"1,497",Jan-23,HAVELOCK ROAD,Resale,Strata,76,"16,118",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
ASCENTIA SKY,"2,350,000","1,474.67","1,594",Jan-23,ALEXANDRA VIEW,Resale,Strata,137,"17,153",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,11 to 15
ALEXIS,"870,000",516.67,"1,684",Jan-23,ALEXANDRA ROAD,Resale,Strata,48,"18,125",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
ASCENTIA SKY,"1,700,000",947.23,"1,795",Jan-23,ALEXANDRA VIEW,Resale,Strata,88,"19,318",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,16 to 20
THE ANCHORAGE,"1,950,000","1,173.28","1,662",Jan-23,ALEXANDRA ROAD,Resale,Strata,109,"17,890",-,Condominium,1,Freehold,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"1,420,000",688.9,"2,061",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,64,"22,188",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
COMMONWEALTH TOWERS,"1,480,000",688.9,"2,148",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,64,"23,125",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,41 to 45
ASCENTIA SKY,"2,610,000","1,474.67","1,770",Jan-23,ALEXANDRA VIEW,Resale,Strata,137,"19,051",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,26 to 30
ECHELON,"1,700,000",731.95,"2,323",Jan-23,ALEXANDRA VIEW,Resale,Strata,68,"25,000",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
QUEENS,"1,830,000","1,194.8","1,532",Jan-23,STIRLING ROAD,Resale,Strata,111,"16,486",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,31 to 35
COMMONWEALTH TOWERS,"915,000",462.85,"1,977",Jan-23,COMMONWEALTH AVENUE,Resale,Strata,43,"21,279",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
QUEENS PEAK,"950,000",430.56,"2,206",Dec-22,DUNDEE ROAD,Resale,Strata,40,"23,750",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
ECHELON,"2,050,000","1,001.05","2,048",Dec-22,ALEXANDRA VIEW,Resale,Strata,93,"22,043",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
ECHELON,"2,880,000","1,571.54","1,833",Dec-22,ALEXANDRA VIEW,Resale,Strata,146,"19,726",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
ECHELON,"2,650,000","1,313.21","2,018",Dec-22,ALEXANDRA VIEW,Resale,Strata,122,"21,721",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"2,460,000","1,194.8","2,059",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,111,"22,162",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"1,880,000",861.12,"2,183",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,80,"23,500",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
DOMAIN 21,"1,600,000",904.18,"1,770",Dec-22,DELTA ROAD,Resale,Strata,84,"19,048",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,06 to 10
ALEXIS,"750,000",409.03,"1,834",Dec-22,ALEXANDRA ROAD,Resale,Strata,38,"19,737",-,Apartment,1,Freehold,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,800,000",807.3,"2,230",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,75,"24,000",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
QUEENS PEAK,"2,000,000",947.23,"2,111",Dec-22,DUNDEE ROAD,Resale,Strata,88,"22,727",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
QUEENS PEAK,"2,180,000","1,001.05","2,178",Dec-22,DUNDEE ROAD,Resale,Strata,93,"23,441",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,36 to 40
ASCENTIA SKY,"4,600,000","2,561.83","1,796",Dec-22,ALEXANDRA VIEW,Resale,Strata,238,"19,328",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,41 to 45
THE METROPOLITAN CONDOMINIUM,"1,320,000",839.59,"1,572",Dec-22,ALEXANDRA VIEW,Resale,Strata,78,"16,923",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,720,000",807.3,"2,131",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,75,"22,933",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
THE CREST,"2,830,000","1,517.72","1,865",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,141,"20,071",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,16 to 20
RIVER PLACE,"1,300,000",785.77,"1,654",Dec-22,HAVELOCK ROAD,Resale,Strata,73,"17,808",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,06 to 10
THE CREST,"1,990,000",947.23,"2,101",Dec-22,PRINCE CHARLES CRESCENT,Resale,Strata,88,"22,614",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
HARVEST MANSIONS,"1,480,000","1,022.58","1,447",Dec-22,HAVELOCK ROAD,Resale,Strata,95,"15,579",-,Apartment,1,99 yrs lease commencing from 1993,03,Rest of Central Region,01 to 05
QUEENS,"1,806,000","1,194.8","1,512",Dec-22,STIRLING ROAD,Resale,Strata,111,"16,270",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,16 to 20
ALESSANDREA,"1,688,000","1,001.05","1,686",Dec-22,ALEXANDRA ROAD,Resale,Strata,93,"18,151",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
ALEXIS,"1,620,000","1,130.22","1,433",Dec-22,ALEXANDRA ROAD,Resale,Strata,105,"15,429",-,Apartment,1,Freehold,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"1,460,000",796.54,"1,833",Dec-22,COMMONWEALTH AVENUE,Resale,Strata,74,"19,730",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,06 to 10
RIVER PLACE,"2,220,000","1,323.97","1,677",Dec-22,HAVELOCK ROAD,Resale,Strata,123,"18,049",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,620,000",667.37,"2,427",Dec-22,KIM TIAN ROAD,Resale,Strata,62,"26,129",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
ASCENTIA SKY,"2,580,000","1,474.67","1,750",Dec-22,ALEXANDRA VIEW,Resale,Strata,137,"18,832",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
QUEENS PEAK,"998,000",495.14,"2,016",Nov-22,DUNDEE ROAD,Resale,Strata,46,"21,696",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
ECHELON,"930,000",452.09,"2,057",Nov-22,ALEXANDRA VIEW,Resale,Strata,42,"22,143",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
PRINCIPAL GARDEN,"950,000",495.14,"1,919",Nov-22,PRINCE CHARLES CRESCENT,Resale,Strata,46,"20,652",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,21 to 25
QUEENS PEAK,"2,100,000","1,054.87","1,991",Nov-22,DUNDEE ROAD,Resale,Strata,98,"21,429",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,31 to 35
PRINCIPAL GARDEN,"3,588,000","1,571.54","2,283",Nov-22,PRINCE CHARLES CRESCENT,Resale,Strata,146,"24,575",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,16 to 20
QUEENS PEAK,"938,000",430.56,"2,179",Nov-22,DUNDEE ROAD,Resale,Strata,40,"23,450",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,16 to 20
MERAPRIME,"1,515,000",839.59,"1,804",Nov-22,JALAN BUKIT HO SWEE,Resale,Strata,78,"19,423",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,01 to 05
PRINCIPAL GARDEN,"1,530,000",764.24,"2,002",Nov-22,PRINCE CHARLES CRESCENT,Resale,Strata,71,"21,549",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,01 to 05
HIGHLINE RESIDENCES,"1,200,000",505.91,"2,372",Nov-22,KIM TIAN ROAD,Resale,Strata,47,"25,532",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,21 to 25
PRINCIPAL GARDEN,"1,530,000",764.24,"2,002",Nov-22,PRINCE CHARLES CRESCENT,Resale,Strata,71,"21,549",-,Condominium,1,99 yrs lease commencing from 2014,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"2,220,000","1,033.34","2,148",Nov-22,COMMONWEALTH AVENUE,Resale,Strata,96,"23,125",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
THE METROPOLITAN CONDOMINIUM,"2,500,000","1,420.85","1,760",Nov-22,ALEXANDRA VIEW,Resale,Strata,132,"18,939",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,26 to 30
HIGHLINE RESIDENCES,"1,475,000",699.66,"2,108",Nov-22,KIM TIAN ROAD,Resale,Strata,65,"22,692",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,01 to 05
QUEENS PEAK,"935,000",441.32,"2,119",Nov-22,DUNDEE ROAD,Resale,Strata,41,"22,805",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
ASCENTIA SKY,"2,588,000","1,474.67","1,755",Nov-22,ALEXANDRA VIEW,Resale,Strata,137,"18,891",-,Condominium,1,99 yrs lease commencing from 2008,03,Rest of Central Region,36 to 40
QUEENS PEAK,"1,612,000",775.01,"2,080",Nov-22,DUNDEE ROAD,Resale,Strata,72,"22,389",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,21 to 25
QUEENS,"1,650,000","1,194.8","1,381",Nov-22,STIRLING ROAD,Resale,Strata,111,"14,865",-,Condominium,1,99 yrs lease commencing from 1998,03,Rest of Central Region,01 to 05
THE REGENCY AT TIONG BAHRU,"2,008,000",925.7,"2,169",Nov-22,CHAY YAN STREET,Resale,Strata,86,"23,349",-,Condominium,1,Freehold,03,Rest of Central Region,21 to 25
COMMONWEALTH TOWERS,"2,600,000","1,302.44","1,996",Nov-22,COMMONWEALTH AVENUE,Resale,Strata,121,"21,488",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
THE CREST,"1,980,000","1,033.34","1,916",Nov-22,PRINCE CHARLES CRESCENT,Resale,Strata,96,"20,625",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
COMMONWEALTH TOWERS,"945,000",473.62,"1,995",Nov-22,COMMONWEALTH AVENUE,Resale,Strata,44,"21,477",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,31 to 35
CENTRAL GREEN CONDOMINIUM,"2,050,000","1,442.38","1,421",Nov-22,JALAN MEMBINA,Resale,Strata,134,"15,299",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
COMMONWEALTH TOWERS,"2,590,000","1,302.44","1,989",Nov-22,COMMONWEALTH AVENUE,Resale,Strata,121,"21,405",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"925,000",473.62,"1,953",Oct-22,COMMONWEALTH AVENUE,Resale,Strata,44,"21,023",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,11 to 15
ALEX RESIDENCES,"1,990,000",925.7,"2,150",Oct-22,ALEXANDRA VIEW,Resale,Strata,86,"23,140",-,Apartment,1,99 yrs lease commencing from 2013,03,Rest of Central Region,36 to 40
QUEENS PEAK,"908,000",430.56,"2,109",Oct-22,DUNDEE ROAD,Resale,Strata,40,"22,700",-,Condominium,1,99 yrs lease commencing from 2015,03,Rest of Central Region,11 to 15
COMMONWEALTH TOWERS,"940,000",473.62,"1,985",Oct-22,COMMONWEALTH AVENUE,Resale,Strata,44,"21,364",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
MARGARET VILLE,"1,318,000",656.6,"2,007",Oct-22,MARGARET DRIVE,Resale,Strata,61,"21,607",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,06 to 10
ECHELON,"1,060,000",452.09,"2,345",Oct-22,ALEXANDRA VIEW,Resale,Strata,42,"25,238",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,36 to 40
MERAPRIME,"2,098,000","1,173.28","1,788",Oct-22,JALAN BUKIT HO SWEE,Resale,Strata,109,"19,248",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,16 to 20
COMMONWEALTH TOWERS,"2,050,000","1,054.87","1,943",Oct-22,COMMONWEALTH AVENUE,Resale,Strata,98,"20,918",-,Condominium,1,99 yrs lease commencing from 2013,03,Rest of Central Region,26 to 30
RIVER PLACE,"1,699,000","1,054.87","1,611",Oct-22,HAVELOCK ROAD,Resale,Strata,98,"17,337",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
RIVER PLACE,"2,630,000","1,582.31","1,662",Oct-22,HAVELOCK ROAD,Resale,Strata,147,"17,891",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
THE METROPOLITAN CONDOMINIUM,"1,870,000","1,076.4","1,737",Oct-22,ALEXANDRA VIEW,Resale,Strata,100,"18,700",-,Condominium,1,99 yrs lease commencing from 2006,03,Rest of Central Region,41 to 45
DOMAIN 21,"1,510,000",882.65,"1,711",Oct-22,DELTA ROAD,Resale,Strata,82,"18,415",-,Condominium,1,99 yrs lease commencing from 2004,03,Rest of Central Region,11 to 15
THE CREST,"3,620,000","1,700.71","2,129",Oct-22,PRINCE CHARLES CRESCENT,Resale,Strata,158,"22,911",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,01 to 05
MARGARET VILLE,"1,448,000",699.66,"2,070",Oct-22,MARGARET DRIVE,Resale,Strata,65,"22,277",-,Apartment,1,99 yrs lease commencing from 2017,03,Rest of Central Region,01 to 05
MERAPRIME,"2,115,888","1,173.28","1,803",Oct-22,JALAN BUKIT HO SWEE,Resale,Strata,109,"19,412",-,Condominium,1,99 yrs lease commencing from 2003,03,Rest of Central Region,31 to 35
CENTRAL GREEN CONDOMINIUM,"1,960,000","1,291.68","1,517",Oct-22,JALAN MEMBINA,Resale,Strata,120,"16,333",-,Condominium,1,99 yrs lease commencing from 1992,03,Rest of Central Region,01 to 05
ECHELON,"1,550,000",731.95,"2,118",Oct-22,ALEXANDRA VIEW,Resale,Strata,68,"22,794",-,Condominium,1,99 yrs lease commencing from 2012,03,Rest of Central Region,06 to 10
RIVER PLACE,"1,950,000","1,291.68","1,510",Oct-22,HAVELOCK ROAD,Resale,Strata,120,"16,250",-,Condominium,1,99 yrs lease commencing from 1995,03,Rest of Central Region,01 to 05
